project,release,file,total_lines,total_comments,normal_comments,commented_out_code
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/CLI.ts,266,3,2,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/util.ts,71,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/defaultDefinition.ts,76,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Topic.ts,17,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/mock.ts,82,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/check.ts,3,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Flags/number.ts,7,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Flags/string.ts,7,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Flags/boolean.ts,7,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Flags/index.ts,22,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Dispatcher/Dispatcher.ts,115,3,3,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/migration.ts,263,13,0,13
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/Prompter.ts,113,3,2,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/migration.describe.ts,8,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/spinners.ts,738,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/index.ts,373,5,5,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/table.ts,134,17,17,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/StreamOutput.ts,62,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/util.ts,13,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/subtle.ts,149,4,4,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/fixtures/steps.ts,157,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/actions/ActionBase.ts,96,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/actions/SimpleAction.ts,44,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/actions/screen.ts,15,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Output/actions/SpinnerAction.ts,83,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Client/Client.ts,878,10,5,5
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Client/types.ts,86,7,7,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Client/introspectionQuery.ts,91,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Client/Client.test.ts,17,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Client/ping.ts,36,1,0,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/errors/RequiredFlagError.ts,5,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/errors/PromptMaskError.ts,1,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/errors/ExitError.ts,7,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/errors/CommandReplacedError.ts,11,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/utils/isGlobal.ts,26,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/types/rc.ts,23,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/types/common.ts,120,2,2,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/Plugin.ts,80,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/CorePlugins.ts,37,6,3,3
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/Manager.ts,26,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/Cache.ts,188,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/BuiltInPlugins.ts,13,2,2,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/Lock.ts,42,7,7,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/rwlockfile.ts,234,15,15,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/Plugins.ts,189,46,0,46
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Plugin/PluginPath.ts,185,5,3,2
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/commands/help.ts,173,9,3,6
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/commands/index.ts,10,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/commands/version.ts,9,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/requests.js,40,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/test/init.js,6,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/BufferedConsole.ts,37,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/getConsoleOutput.ts,32,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/index.ts,181,15,4,11
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/examples.ts,197,7,7,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/util.ts,64,16,6,10
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/spawn.ts,32,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/test/getTmpDir.ts,9,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/test/mock-requests.ts,86,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/test/mock-client.ts,21,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/test/writeToStdin.ts,19,1,0,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/errors/ServiceDoesntExistError.ts,5,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/utils/EndpointDialog.test.ts,35,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/utils/getGraphQLCliBin.ts,22,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/utils/dockerComposeInstalled.ts,21,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/utils/EndpointDialog.ts,529,20,7,13
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/utils/crypto.ts,15,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/types.ts,17,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/Validator.test.ts,439,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/Importer.ts,228,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/Validator.ts,408,3,2,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/index.ts,59,1,0,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/Validator.describe.ts,10,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/Importer.describe.ts,24,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/fixtures/basic/makeData.ts,78,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/import/normalizers/Normalizer.ts,1,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/export/Exporter.describe.ts,14,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/export/index.ts,60,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/export/Exporter.ts,122,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/introspect/introspect.ts,38,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/init/inquirer-mock-prompt.ts,127,15,13,2
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/init/index.ts,116,2,2,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/init/index.test.ts,70,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/init/old.ts,247,212,14,198
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/restart.ts,19,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/constants.ts,2,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/types.ts,9,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/Docker.ts,526,22,13,9
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/upgrade.ts,29,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/getProcessForPort.ts,59,7,4,3
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/up.test.ts,22,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/stop.ts,23,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/eject.ts,52,2,0,2
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/logs.ts,21,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/nuke.ts,25,2,0,2
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/up.ts,41,5,1,4
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/ps.ts,26,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/local/nocks/up.ts,32,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/token/token.ts,39,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/token/cluster-token.ts,36,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/console/index.ts,13,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/reset/reset.ts,66,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/playground/index.ts,73,2,0,2
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/seed/seed.ts,28,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/seed/Seeder.ts,145,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/info/index.ts,95,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/cluster/list.ts,21,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/cluster/logs.ts,32,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/cluster/add.ts,61,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/cluster/remove.ts,54,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/account/account.ts,13,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/list/index.ts,71,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/init-prisma/index.ts,8,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/example-command/index.ts,18,2,0,2
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/auth/index.ts,43,35,3,32
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/getSchemaPathFromConfig.ts,22,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/getSchemaPathFromConfig.test.ts,15,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/index.ts,689,41,18,23
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/index.test.ts,46,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/emptyDefinition.ts,14,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/getbin.ts,26,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/printSchema.ts,76,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/nocks/default_definition.ts,134,7,7,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/nocks/local_instance.ts,113,7,7,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/deploy/test-project/src/hello.js,7,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/delete/index.ts,62,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/login/login.ts,17,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-core/src/commands/logs/function.ts,166,133,3,130
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli/src/index.ts,15,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/yaml.ts,69,4,4,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/constants.ts,9,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/Environment.test.ts,57,1,0,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/Output.ts,31,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/Variables.ts,427,146,5,141
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/PrismaDefinition.test.ts,289,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/index.ts,16,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/Environment.ts,279,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/PrismaDefinition.ts,464,15,3,12
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/Cluster.ts,201,5,5,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/test/getTmpDir.ts,9,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/typings/json-loader.d.ts,4,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/errors/ClusterNotSet.ts,7,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/errors/StageNotFound.ts,9,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/errors/ClusterNotFound.ts,7,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/utils/DefinitionMigrator.ts,60,4,4,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/utils/yamlComment.ts,50,3,3,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/utils/getProxyAgent.ts,80,11,10,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/utils/yamlComment.test.ts,59,3,3,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/types/rc.ts,21,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-yml/src/types/common.ts,3,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/Introspector.ts,21,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/index.ts,1,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/SdlPrinter.ts,67,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/connectors/PostgresConnector.ts,157,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/types/common.ts,25,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/tests/postgres/largeSchema.test.ts,857,7,7,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/tests/postgres/scalars.test.ts,70,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/tests/postgres/connectionDetails.ts,6,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-db-introspection/src/tests/postgres/relations.test.ts,43,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/scripts/waitUntilTagPublished.js,27,1,1,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/permissions/src/auth.js,98,8,8,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/permissions/src/index.js,35,5,4,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/permissions/src/users.js,8,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/permissions/src/utils.js,22,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/permissions/src/posts.js,70,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/github.ts,37,1,0,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/index.ts,17,4,3,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/utils.ts,29,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/resolvers/index.ts,14,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/resolvers/Mutation/notes.ts,37,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/resolvers/Mutation/auth.ts,36,2,2,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/resolvers/Query/me.ts,5,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/resolvers/Query/note.ts,12,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/github-auth/src/generated/prisma.ts,783,4,4,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/resolver-forwarding/src/index.js,17,5,4,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/resolver-forwarding/src/resolvers/index.js,6,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/resolver-forwarding/src/resolvers/Mutation.js,15,7,7,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/resolver-forwarding/src/resolvers/Query.js,14,6,6,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/subscriptions/src/index.js,55,1,0,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/auth/src/auth.js,41,4,4,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/auth/src/index.js,28,5,4,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/auth/src/utils.js,22,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/file-handling-s3/src/index.ts,36,4,3,1
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/file-handling-s3/src/utils.ts,11,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/file-handling-s3/src/modules/fileAPI.ts,54,2,2,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/file-handling-s3/src/resolvers/index.ts,14,0,0,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/file-handling-s3/src/resolvers/Mutation/file.ts,11,2,2,0
prisma,1.7.1,/home/vitormelo/poc/scrapper/repos/prisma/examples/file-handling-s3/src/generated/prisma.ts,493,4,4,0
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/typings.d.ts,4,0,0,0
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/requests.js,0,0,0,0
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/test/init.js,6,0,0,0
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/test/test-project/src/hello.js,7,0,0,0
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/typings/global.d.ts,7,1,1,0
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Help.ts,143,4,1,3
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/fs.ts,16,9,1,8
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/NotFound.ts,53,2,2,0
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Command.ts,141,10,2,8
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/CLI.test.ts,86,26,0,26
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Config.ts,234,7,6,1
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/index.ts,29,0,0,0
prisma,1.14.1,/home/vitormelo/poc/scrapper/repos/prisma/cli/packages/prisma-cli-engine/src/Parser.ts,156,6,6,0
